8.618375267050152999e+00,4.419755826665837617e+01,5.793634812890629604e+01
2.799489469679243570e+01,3.706802670778730402e+01,1.120643428299488846e+02
1.969774825532015328e+01,2.578553996722587272e+01,4.243953130759108916e+01
3.534113626711961587e+01,6.762592178241360941e+00,4.386463346523449935e+00
3.509891136534616152e+01,1.994182630267460343e+00,3.784880979237474352e-01
1.226666723771887213e+01,4.171609160444842956e+01,7.204376152284015689e+01
1.244089148143935120e+01,5.852893464738745166e+00,1.462679827701342195e+00
3.608424798907586961e+01,2.615511568050269986e+01,6.497036036009902205e+01
4.311627091576673365e+01,4.365292341282752631e+01,1.819382740102072944e+02
3.941696856339426347e+01,1.935391848316370123e+00,3.722655073053376396e-01
1.610177714810399863e+01,3.461953933968516850e+01,6.380643506048892277e+01
2.254478064855564057e+01,2.381342390663282060e+01,4.040318037589066336e+01
3.075583208274613511e+01,8.463224422919356726e+00,6.390616632038716993e+00
3.207159121423050863e+01,3.158594612599185947e+00,9.098311431389199955e-01
1.666128396556777247e+01,1.611204597588716814e+00,1.435464612741979562e-01
2.525382837295312299e+01,1.212154281900172847e+01,1.150278427732311393e+01
2.263874243885143756e+01,5.635341233703266894e+00,2.292506202560323114e+00
6.195802315807008576e-01,2.024950086999206533e+01,8.705064494339656012e-01
3.477719797255683432e+01,2.103648562136828382e+00,4.198345080860235723e-01
3.971885357862524302e+01,4.632827247009320359e+01,2.009251937682833500e+02
1.641986927556175146e+01,4.676314543018988701e+01,1.166199800270145488e+02
2.769282802950721489e+01,4.052134487448069677e+01,1.321240667338427102e+02
3.392155873933944576e+00,9.417153921650346149e+00,1.052626364084249477e+00
1.659708027008885267e+01,2.936591116952558167e+01,4.739150957441061252e+01
4.199130458921347042e+01,4.517552778308392192e+01,1.935237856401809324e+02
2.931201644519598304e+01,4.836711323681755204e+01,1.915503318563418986e+02
1.787411599767693815e+01,3.376960746665724766e+00,6.748300118300276651e-01
3.549285643233354648e+01,1.587930358585926705e+01,2.408956264209444242e+01
1.425762549759920539e+01,3.484314855379147247e+01,5.800211671332128560e+01
2.556443936817311169e+01,3.201326877649663771e+01,7.931641179782627660e+01
3.911073253025516294e+01,3.163116568245046878e+01,9.664907221451248631e+01
1.962780407530557270e+01,4.143753245396551677e+01,1.071593546075650778e+02
3.609664389360715830e+01,3.565552133657988776e+01,1.186366117565198692e+02
6.469507103155406114e+00,1.677401135826290357e+01,6.391134999101816483e+00
3.169174370032509458e+01,8.384733842043184282e+00,6.382918736256870673e+00
3.170615886853076404e+01,3.823449081606593580e+01,1.278926938146945105e+02
9.845644755333985643e+00,1.796575312405511582e+01,1.101850001902699105e+01
4.161904328770042838e+01,4.400239082281176550e+00,1.953029909864820501e+00
1.989633399318794815e+01,3.647837998208219545e+01,8.456428318110434361e+01
4.091921815376126403e+01,4.405249641903343871e+01,1.839020687594918400e+02
2.691415025093335522e+00,2.063194059529194213e+00,3.709620676490707480e-02
8.292918771621614837e+00,8.743388073298968166e+00,2.213812544842748142e+00
2.130987546068181082e+00,2.100487074499916673e+01,3.314033098916059128e+00
3.036964246120485811e+01,1.703032896513420980e+01,2.556073071434292387e+01
2.675811509705019731e+01,2.238445790256410106e+00,4.077050223187704825e-01
2.399895733494377481e+01,5.644565695429376362e+00,2.401662340215499292e+00
1.949582821266157007e+00,2.190207439324887062e+01,3.281015841352166618e+00
2.526448860285290365e+01,3.553660201180608436e+00,9.896080421114212822e-01
1.483508005294117638e+01,4.081225538286021504e+01,8.196076996170748430e+01
